Date,Unregulated Inflow*** (cfs),,,,,,,,,
20-Oct-70,985, , , , , , , , , 
21-Oct-70,973, , , , , , , , , 
22-Oct-70,1031, , , , , , , , , 
23-Oct-70,974, , , , , , , , , 
24-Oct-70,1041, , , , , , , , , 
25-Oct-70,995, , , , , , , , , 
26-Oct-70,961, , , , , , , , , 
27-Oct-70,796, , , , , , , , , 
28-Oct-70,739, , , , , , , , , 
29-Oct-70,781, , , , , , , , , 
30-Oct-70,859, , , , , , , , , 
31-Oct-70,842, , , , , , , , , 
1-Nov-70,912, , , , , , , , , 
2-Nov-70,750, , , , , , , , , 
3-Nov-70,748, , , , , , , , , 
4-Nov-70,716, , , , , , , , , 
5-Nov-70,570, , , , , , , , , 
6-Nov-70,818, , , , , , , , , 
7-Nov-70,796, , , , , , , , , 
8-Nov-70,934, , , , , , , , , 
9-Nov-70,768, , , , , , , , , 
10-Nov-70,787, , , , , , , , , 
11-Nov-70,854, , , , , , , , , 
12-Nov-70,789, , , , , , , , , 
13-Nov-70,1046, , , , , , , , , 
14-Nov-70,506, , , , , , , , , 
15-Nov-70,152, , , , , , , , , 
16-Nov-70,1114, , , , , , , , , 
17-Nov-70,802, , , , , , , , , 
18-Nov-70,851, , , , , , , , , 
19-Nov-70,1119, , , , , , , , , 
20-Nov-70,144, , , , , , , , , 
21-Nov-70,492, , , , , , , , , 
22-Nov-70,749, , , , , , , , , 
23-Nov-70,866, , , , , , , , , 
24-Nov-70,753, , , , , , , , , 
25-Nov-70,895, , , , , , , , , 
26-Nov-70,1181, , , , , , , , , 
27-Nov-70,574, , , , , , , , , 
28-Nov-70,709, , , , , , , , , 
29-Nov-70,522, , , , , , , , , 
30-Nov-70,782, , , , , , , , , 
1-Dec-70,341, , , , , , , , , 
2-Dec-70,386, , , , , , , , , 
3-Dec-70,668, , , , , , , , , 
4-Dec-70,756, , , , , , , , , 
5-Dec-70,698, , , , , , , , , 
6-Dec-70,534, , , , , , , , , 
7-Dec-70,501, , , , , , , , , 
8-Dec-70,618, , , , , , , , , 
9-Dec-70,681, , , , , , , , , 
10-Dec-70,477, , , , , , , , , 
11-Dec-70,813, , , , , , , , , 
12-Dec-70,425, , , , , , , , , 
13-Dec-70,377, , , , , , , , , 
14-Dec-70,542, , , , , , , , , 
15-Dec-70,532, , , , , , , , , 
16-Dec-70,496, , , , , , , , , 
17-Dec-70,168, , , , , , , , , 
18-Dec-70,696, , , , , , , , , 
19-Dec-70,656, , , , , , , , , 
20-Dec-70,660, , , , , , , , , 
21-Dec-70,479, , , , , , , , , 
22-Dec-70,516, , , , , , , , , 
23-Dec-70,686, , , , , , , , , 
24-Dec-70,435, , , , , , , , , 
25-Dec-70,580, , , , , , , , , 
26-Dec-70,235, , , , , , , , , 
27-Dec-70,611, , , , , , , , , 
28-Dec-70,585, , , , , , , , , 
29-Dec-70,362, , , , , , , , , 
30-Dec-70,470, , , , , , , , , 
31-Dec-70,769, , , , , , , , , 
1-Jan-71,434, , , , , , , , , 
2-Jan-71,497, , , , , , , , , 
3-Jan-71,501, , , , , , , , , 
4-Jan-71,586, , , , , , , , , 
5-Jan-71,364, , , , , , , , , 
6-Jan-71,332, , , , , , , , , 
7-Jan-71,154, , , , , , , , , 
8-Jan-71,446, , , , , , , , , 
9-Jan-71,477, , , , , , , , , 
10-Jan-71,580, , , , , , , , , 
11-Jan-71,596, , , , , , , , , 
12-Jan-71,530, , , , , , , , , 
13-Jan-71,414, , , , , , , , , 
14-Jan-71,580, , , , , , , , , 
15-Jan-71,488, , , , , , , , , 
16-Jan-71,533, , , , , , , , , 
17-Jan-71,548, , , , , , , , , 
18-Jan-71,673, , , , , , , , , 
19-Jan-71,980, , , , , , , , , 
20-Jan-71,850, , , , , , , , , 
21-Jan-71,871, , , , , , , , , 
22-Jan-71,733, , , , , , , , , 
23-Jan-71,527, , , , , , , , , 
24-Jan-71,622, , , , , , , , , 
25-Jan-71,499, , , , , , , , , 
26-Jan-71,637, , , , , , , , , 
27-Jan-71,644, , , , , , , , , 
28-Jan-71,560, , , , , , , , , 
29-Jan-71,321, , , , , , , , , 
30-Jan-71,597, , , , , , , , , 
31-Jan-71,476, , , , , , , , , 
1-Feb-71,679, , , , , , , , , 
2-Feb-71,834, , , , , , , , , 
3-Feb-71,648, , , , , , , , , 
4-Feb-71,574, , , , , , , , , 
5-Feb-71,738, , , , , , , , , 
6-Feb-71,705, , , , , , , , , 
7-Feb-71,-64, , , , , , , , , 
8-Feb-71,558, , , , , , , , , 
9-Feb-71,505, , , , , , , , , 
10-Feb-71,569, , , , , , , , , 
11-Feb-71,551, , , , , , , , , 
12-Feb-71,551, , , , , , , , , 
13-Feb-71,563, , , , , , , , , 
14-Feb-71,546, , , , , , , , , 
15-Feb-71,534, , , , , , , , , 
16-Feb-71,584, , , , , , , , , 
17-Feb-71,438, , , , , , , , , 
18-Feb-71,731, , , , , , , , , 
19-Feb-71,573, , , , , , , , , 
20-Feb-71,570, , , , , , , , , 
21-Feb-71,432, , , , , , , , , 
22-Feb-71,360, , , , , , , , , 
23-Feb-71,431, , , , , , , , , 
24-Feb-71,501, , , , , , , , , 
25-Feb-71,484, , , , , , , , , 
26-Feb-71,317, , , , , , , , , 
27-Feb-71,361, , , , , , , , , 
28-Feb-71,274, , , , , , , , , 
1-Mar-71,298, , , , , , , , , 
2-Mar-71,267, , , , , , , , , 
3-Mar-71,74, , , , , , , , , 
4-Mar-71,816, , , , , , , , , 
5-Mar-71,581, , , , , , , , , 
6-Mar-71,513, , , , , , , , , 
7-Mar-71,317, , , , , , , , , 
8-Mar-71,422, , , , , , , , , 
9-Mar-71,523, , , , , , , , , 
10-Mar-71,508, , , , , , , , , 
11-Mar-71,460, , , , , , , , , 
12-Mar-71,559, , , , , , , , , 
13-Mar-71,739, , , , , , , , , 
14-Mar-71,613, , , , , , , , , 
15-Mar-71,520, , , , , , , , , 
16-Mar-71,451, , , , , , , , , 
17-Mar-71,613, , , , , , , , , 
18-Mar-71,544, , , , , , , , , 
19-Mar-71,508, , , , , , , , , 
20-Mar-71,629, , , , , , , , , 
21-Mar-71,749, , , , , , , , , 
22-Mar-71,1145, , , , , , , , , 
23-Mar-71,1426, , , , , , , , , 
24-Mar-71,1646, , , , , , , , , 
25-Mar-71,1335, , , , , , , , , 
26-Mar-71,1611, , , , , , , , , 
27-Mar-71,2556, , , , , , , , , 
28-Mar-71,2201, , , , , , , , , 
29-Mar-71,1700, , , , , , , , , 
30-Mar-71,1741, , , , , , , , , 
31-Mar-71,1840, , , , , , , , , 
1-Apr-71,1482, , , , , , , , , 
2-Apr-71,1156, , , , , , , , , 
3-Apr-71,1289, , , , , , , , , 
4-Apr-71,1249, , , , , , , , , 
5-Apr-71,1210, , , , , , , , , 
6-Apr-71,1072, , , , , , , , , 
7-Apr-71,1455, , , , , , , , , 
8-Apr-71,1457, , , , , , , , , 
9-Apr-71,1503, , , , , , , , , 
10-Apr-71,1848, , , , , , , , , 
11-Apr-71,2115, , , , , , , , , 
12-Apr-71,2287, , , , , , , , , 
13-Apr-71,2718, , , , , , , , , 
14-Apr-71,2901, , , , , , , , , 
15-Apr-71,2862, , , , , , , , , 
16-Apr-71,2680, , , , , , , , , 
17-Apr-71,2836, , , , , , , , , 
18-Apr-71,2653, , , , , , , , , 
19-Apr-71,2287, , , , , , , , , 
20-Apr-71,2050, , , , , , , , , 
21-Apr-71,1933, , , , , , , , , 
22-Apr-71,1945, , , , , , , , , 
23-Apr-71,1776, , , , , , , , , 
24-Apr-71,1671, , , , , , , , , 
25-Apr-71,1530, , , , , , , , , 
26-Apr-71,1664, , , , , , , , , 
27-Apr-71,1397, , , , , , , , , 
28-Apr-71,1461, , , , , , , , , 
29-Apr-71,1322, , , , , , , , , 
30-Apr-71,1453, , , , , , , , , 
1-May-71,1436, , , , , , , , , 
2-May-71,1499, , , , , , , , , 
3-May-71,1909, , , , , , , , , 
4-May-71,2191, , , , , , , , , 
5-May-71,2274, , , , , , , , , 
6-May-71,2200, , , , , , , , , 
7-May-71,2054, , , , , , , , , 
8-May-71,2306, , , , , , , , , 
9-May-71,2096, , , , , , , , , 
10-May-71,2032, , , , , , , , , 
11-May-71,2098, , , , , , , , , 
12-May-71,1942, , , , , , , , , 
13-May-71,2207, , , , , , , , , 
14-May-71,2466, , , , , , , , , 
15-May-71,2700, , , , , , , , , 
16-May-71,2928, , , , , , , , , 
17-May-71,3328, , , , , , , , , 
18-May-71,3258, , , , , , , , , 
19-May-71,2961, , , , , , , , , 
20-May-71,2657, , , , , , , , , 
21-May-71,2438, , , , , , , , , 
22-May-71,2260, , , , , , , , , 
23-May-71,2431, , , , , , , , , 
24-May-71,2340, , , , , , , , , 
25-May-71,2244, , , , , , , , , 
26-May-71,2395, , , , , , , , , 
27-May-71,2843, , , , , , , , , 
28-May-71,3440, , , , , , , , , 
29-May-71,4179, , , , , , , , , 
30-May-71,4201, , , , , , , , , 
31-May-71,3427, , , , , , , , , 
1-Jun-71,3348, , , , , , , , , 
2-Jun-71,3162, , , , , , , , , 
3-Jun-71,3406, , , , , , , , , 
4-Jun-71,3037, , , , , , , , , 
5-Jun-71,4598, , , , , , , , , 
6-Jun-71,3686, , , , , , , , , 
7-Jun-71,4189, , , , , , , , , 
8-Jun-71,4522, , , , , , , , , 
9-Jun-71,4748, , , , , , , , , 
10-Jun-71,4766, , , , , , , , , 
11-Jun-71,4379, , , , , , , , , 
12-Jun-71,4435, , , , , , , , , 
13-Jun-71,4150, , , , , , , , , 
14-Jun-71,4265, , , , , , , , , 
15-Jun-71,5164, , , , , , , , , 
16-Jun-71,5560, , , , , , , , , 
17-Jun-71,6222, , , , , , , , , 
18-Jun-71,6505, , , , , , , , , 
19-Jun-71,6018, , , , , , , , , 
20-Jun-71,6504, , , , , , , , , 
21-Jun-71,6130, , , , , , , , , 
22-Jun-71,6089, , , , , , , , , 
23-Jun-71,6334, , , , , , , , , 
24-Jun-71,5851, , , , , , , , , 
25-Jun-71,5612, , , , , , , , , 
26-Jun-71,5283, , , , , , , , , 
27-Jun-71,5066, , , , , , , , , 
28-Jun-71,4731, , , , , , , , , 
29-Jun-71,4063, , , , , , , , , 
30-Jun-71,3708, , , , , , , , , 
1-Jul-71,3316, , , , , , , , , 
2-Jul-71,3086, , , , , , , , , 
3-Jul-71,3254, , , , , , , , , 
4-Jul-71,2953, , , , , , , , , 
5-Jul-71,2648, , , , , , , , , 
6-Jul-71,2749, , , , , , , , , 
7-Jul-71,2919, , , , , , , , , 
8-Jul-71,2803, , , , , , , , , 
9-Jul-71,2655, , , , , , , , , 
10-Jul-71,2517, , , , , , , , , 
11-Jul-71,2193, , , , , , , , , 
12-Jul-71,2090, , , , , , , , , 
13-Jul-71,2021, , , , , , , , , 
14-Jul-71,2010, , , , , , , , , 
15-Jul-71,1904, , , , , , , , , 
16-Jul-71,1788, , , , , , , , , 
17-Jul-71,1628, , , , , , , , , 
18-Jul-71,1747, , , , , , , , , 
19-Jul-71,2057, , , , , , , , , 
20-Jul-71,2063, , , , , , , , , 
21-Jul-71,2156, , , , , , , , , 
22-Jul-71,2168, , , , , , , , , 
23-Jul-71,2431, , , , , , , , , 
24-Jul-71,2122, , , , , , , , , 
25-Jul-71,2088, , , , , , , , , 
26-Jul-71,1734, , , , , , , , , 
27-Jul-71,1702, , , , , , , , , 
28-Jul-71,1558, , , , , , , , , 
29-Jul-71,1509, , , , , , , , , 
30-Jul-71,1196, , , , , , , , , 
31-Jul-71,1244, , , , , , , , , 
1-Aug-71,1187, , , , , , , , , 
2-Aug-71,1236, , , , , , , , , 
3-Aug-71,1048, , , , , , , , , 
4-Aug-71,1299, , , , , , , , , 
5-Aug-71,1106, , , , , , , , , 
6-Aug-71,1258, , , , , , , , , 
7-Aug-71,1169, , , , , , , , , 
8-Aug-71,1035, , , , , , , , , 
9-Aug-71,884, , , , , , , , , 
10-Aug-71,1210, , , , , , , , , 
11-Aug-71,714, , , , , , , , , 
12-Aug-71,823, , , , , , , , , 
13-Aug-71,962, , , , , , , , , 
14-Aug-71,1069, , , , , , , , , 
15-Aug-71,861, , , , , , , , , 
16-Aug-71,997, , , , , , , , , 
17-Aug-71,696, , , , , , , , , 
18-Aug-71,1107, , , , , , , , , 
19-Aug-71,949, , , , , , , , , 
20-Aug-71,1096, , , , , , , , , 
21-Aug-71,1403, , , , , , , , , 
22-Aug-71,1149, , , , , , , , , 
23-Aug-71,1086, , , , , , , , , 
24-Aug-71,1051, , , , , , , , , 
25-Aug-71,1205, , , , , , , , , 
26-Aug-71,1083, , , , , , , , , 
27-Aug-71,1482, , , , , , , , , 
28-Aug-71,1437, , , , , , , , , 
29-Aug-71,1299, , , , , , , , , 
30-Aug-71,1350, , , , , , , , , 
31-Aug-71,1220, , , , , , , , , 
1-Sep-71,1293, , , , , , , , , 
2-Sep-71,1016, , , , , , , , , 
3-Sep-71,1086, , , , , , , , , 
4-Sep-71,931, , , , , , , , , 
5-Sep-71,1107, , , , , , , , , 
6-Sep-71,1007, , , , , , , , , 
7-Sep-71,916, , , , , , , , , 
8-Sep-71,854, , , , , , , , , 
9-Sep-71,1222, , , , , , , , , 
10-Sep-71,784, , , , , , , , , 
11-Sep-71,920, , , , , , , , , 
12-Sep-71,824, , , , , , , , , 
13-Sep-71,766, , , , , , , , , 
14-Sep-71,771, , , , , , , , , 
15-Sep-71,711, , , , , , , , , 
16-Sep-71,627, , , , , , , , , 
17-Sep-71,780, , , , , , , , , 
18-Sep-71,494, , , , , , , , , 
19-Sep-71,658, , , , , , , , , 
20-Sep-71,671, , , , , , , , , 
21-Sep-71,674, , , , , , , , , 
22-Sep-71,749, , , , , , , , , 
23-Sep-71,697, , , , , , , , , 
24-Sep-71,724, , , , , , , , , 
25-Sep-71,645, , , , , , , , , 
26-Sep-71,547, , , , , , , , , 
27-Sep-71,476, , , , , , , , , 
28-Sep-71,659, , , , , , , , , 
29-Sep-71,655, , , , , , , , , 
30-Sep-71,666, , , , , , , , , 
1-Oct-71,763, , , , , , , , , 
2-Oct-71,776, , , , , , , , , 
3-Oct-71,715, , , , , , , , , 
4-Oct-71,698, , , , , , , , , 
5-Oct-71,554, , , , , , , , , 
6-Oct-71,967, , , , , , , , , 
7-Oct-71,679, , , , , , , , , 
8-Oct-71,631, , , , , , , , , 
9-Oct-71,611, , , , , , , , , 
10-Oct-71,641, , , , , , , , , 
11-Oct-71,592, , , , , , , , , 
12-Oct-71,631, , , , , , , , , 
13-Oct-71,962, , , , , , , , , 
14-Oct-71,464, , , , , , , , , 
15-Oct-71,670, , , , , , , , , 
16-Oct-71,734, , , , , , , , , 
17-Oct-71,956, , , , , , , , , 
18-Oct-71,865, , , , , , , , , 
19-Oct-71,669, , , , , , , , , 
20-Oct-71,591, , , , , , , , , 
21-Oct-71,618, , , , , , , , , 
22-Oct-71,1039, , , , , , , , , 
23-Oct-71,435, , , , , , , , , 
24-Oct-71,778, , , , , , , , , 
25-Oct-71,585, , , , , , , , , 
26-Oct-71,677, , , , , , , , , 
27-Oct-71,729, , , , , , , , , 
28-Oct-71,698, , , , , , , , , 
29-Oct-71,700, , , , , , , , , 
30-Oct-71,687, , , , , , , , , 
31-Oct-71,557, , , , , , , , , 
1-Nov-71,721, , , , , , , , , 
2-Nov-71,610, , , , , , , , , 
3-Nov-71,547, , , , , , , , , 
4-Nov-71,635, , , , , , , , , 
5-Nov-71,581, , , , , , , , , 
6-Nov-71,816, , , , , , , , , 
7-Nov-71,503, , , , , , , , , 
8-Nov-71,744, , , , , , , , , 
9-Nov-71,547, , , , , , , , , 
10-Nov-71,790, , , , , , , , , 
11-Nov-71,562, , , , , , , , , 
12-Nov-71,676, , , , , , , , , 
13-Nov-71,672, , , , , , , , , 
14-Nov-71,722, , , , , , , , , 
15-Nov-71,565, , , , , , , , , 
16-Nov-71,589, , , , , , , , , 
17-Nov-71,552, , , , , , , , , 
18-Nov-71,609, , , , , , , , , 
19-Nov-71,1067, , , , , , , , , 
20-Nov-71,587, , , , , , , , , 
21-Nov-71,209, , , , , , , , , 
22-Nov-71,417, , , , , , , , , 
23-Nov-71,571, , , , , , , , , 
24-Nov-71,528, , , , , , , , , 
25-Nov-71,526, , , , , , , , , 
26-Nov-71,602, , , , , , , , , 
27-Nov-71,620, , , , , , , , , 
28-Nov-71,747, , , , , , , , , 
29-Nov-71,508, , , , , , , , , 
30-Nov-71,531, , , , , , , , , 
1-Dec-71,534, , , , , , , , , 
2-Dec-71,486, , , , , , , , , 
3-Dec-71,544, , , , , , , , , 
4-Dec-71,412, , , , , , , , , 
5-Dec-71,451, , , , , , , , , 
6-Dec-71,595, , , , , , , , , 
7-Dec-71,609, , , , , , , , , 
8-Dec-71,515, , , , , , , , , 
9-Dec-71,368, , , , , , , , , 
10-Dec-71,646, , , , , , , , , 
11-Dec-71,385, , , , , , , , , 
12-Dec-71,572, , , , , , , , , 
13-Dec-71,410, , , , , , , , , 
14-Dec-71,721, , , , , , , , , 
15-Dec-71,494, , , , , , , , , 
16-Dec-71,538, , , , , , , , , 
17-Dec-71,398, , , , , , , , , 
18-Dec-71,346, , , , , , , , , 
19-Dec-71,487, , , , , , , , , 
20-Dec-71,358, , , , , , , , , 
21-Dec-71,409, , , , , , , , , 
22-Dec-71,479, , , , , , , , , 
23-Dec-71,515, , , , , , , , , 
24-Dec-71,669, , , , , , , , , 
25-Dec-71,541, , , , , , , , , 
26-Dec-71,819, , , , , , , , , 
27-Dec-71,591, , , , , , , , , 
28-Dec-71,432, , , , , , , , , 
29-Dec-71,486, , , , , , , , , 
30-Dec-71,568, , , , , , , , , 
31-Dec-71,366, , , , , , , , , 
1-Jan-72,343, , , , , , , , , 
2-Jan-72,346, , , , , , , , , 
3-Jan-72,698, , , , , , , , , 
4-Jan-72,473, , , , , , , , , 
5-Jan-72,585, , , , , , , , , 
6-Jan-72,389, , , , , , , , , 
7-Jan-72,515, , , , , , , , , 
8-Jan-72,405, , , , , , , , , 
9-Jan-72,595, , , , , , , , , 
10-Jan-72,405, , , , , , , , , 
11-Jan-72,540, , , , , , , , , 
12-Jan-72,686, , , , , , , , , 
13-Jan-72,469, , , , , , , , , 
14-Jan-72,483, , , , , , , , , 
15-Jan-72,348, , , , , , , , , 
16-Jan-72,391, , , , , , , , , 
17-Jan-72,445, , , , , , , , , 
18-Jan-72,391, , , , , , , , , 
19-Jan-72,819, , , , , , , , , 
20-Jan-72,489, , , , , , , , , 
21-Jan-72,486, , , , , , , , , 
22-Jan-72,443, , , , , , , , , 
23-Jan-72,470, , , , , , , , , 
24-Jan-72,572, , , , , , , , , 
25-Jan-72,472, , , , , , , , , 
26-Jan-72,324, , , , , , , , , 
27-Jan-72,440, , , , , , , , , 
28-Jan-72,434, , , , , , , , , 
29-Jan-72,462, , , , , , , , , 
30-Jan-72,389, , , , , , , , , 
31-Jan-72,413, , , , , , , , , 
1-Feb-72,512, , , , , , , , , 
2-Feb-72,358, , , , , , , , , 
3-Feb-72,399, , , , , , , , , 
4-Feb-72,300, , , , , , , , , 
5-Feb-72,491, , , , , , , , , 
6-Feb-72,357, , , , , , , , , 
7-Feb-72,392, , , , , , , , , 
8-Feb-72,368, , , , , , , , , 
9-Feb-72,422, , , , , , , , , 
10-Feb-72,390, , , , , , , , , 
11-Feb-72,205, , , , , , , , , 
12-Feb-72,445, , , , , , , , , 
13-Feb-72,429, , , , , , , , , 
14-Feb-72,418, , , , , , , , , 
15-Feb-72,492, , , , , , , , , 
16-Feb-72,243, , , , , , , , , 
17-Feb-72,394, , , , , , , , , 
18-Feb-72,129, , , , , , , , , 
19-Feb-72,731, , , , , , , , , 
20-Feb-72,73, , , , , , , , , 
21-Feb-72,380, , , , , , , , , 
22-Feb-72,387, , , , , , , , , 
23-Feb-72,457, , , , , , , , , 
24-Feb-72,537, , , , , , , , , 
25-Feb-72,582, , , , , , , , , 
26-Feb-72,254, , , , , , , , , 
27-Feb-72,605, , , , , , , , , 
28-Feb-72,342, , , , , , , , , 
29-Feb-72,657, , , , , , , , , 
1-Mar-72,522, , , , , , , , , 
2-Mar-72,531, , , , , , , , , 
3-Mar-72,561, , , , , , , , , 
4-Mar-72,538, , , , , , , , , 
5-Mar-72,702, , , , , , , , , 
6-Mar-72,724, , , , , , , , , 
7-Mar-72,957, , , , , , , , , 
8-Mar-72,853, , , , , , , , , 
9-Mar-72,913, , , , , , , , , 
10-Mar-72,975, , , , , , , , , 
11-Mar-72,1166, , , , , , , , , 
12-Mar-72,1136, , , , , , , , , 
13-Mar-72,1129, , , , , , , , , 
14-Mar-72,1152, , , , , , , , , 
15-Mar-72,937, , , , , , , , , 
16-Mar-72,879, , , , , , , , , 
17-Mar-72,923, , , , , , , , , 
18-Mar-72,1086, , , , , , , , , 
19-Mar-72,1120, , , , , , , , , 
20-Mar-72,1052, , , , , , , , , 
21-Mar-72,930, , , , , , , , , 
22-Mar-72,841, , , , , , , , , 
23-Mar-72,1077, , , , , , , , , 
24-Mar-72,994, , , , , , , , , 
25-Mar-72,865, , , , , , , , , 
26-Mar-72,945, , , , , , , , , 
27-Mar-72,1036, , , , , , , , , 
28-Mar-72,1052, , , , , , , , , 
29-Mar-72,629, , , , , , , , , 
30-Mar-72,641, , , , , , , , , 
31-Mar-72,674, , , , , , , , , 
1-Apr-72,666, , , , , , , , , 
2-Apr-72,716, , , , , , , , , 
3-Apr-72,704, , , , , , , , , 
4-Apr-72,762, , , , , , , , , 
5-Apr-72,735, , , , , , , , , 
6-Apr-72,904, , , , , , , , , 
7-Apr-72,958, , , , , , , , , 
8-Apr-72,1114, , , , , , , , , 
9-Apr-72,1354, , , , , , , , , 
10-Apr-72,1520, , , , , , , , , 
11-Apr-72,1512, , , , , , , , , 
12-Apr-72,1644, , , , , , , , , 
13-Apr-72,1465, , , , , , , , , 
14-Apr-72,1180, , , , , , , , , 
15-Apr-72,926, , , , , , , , , 
16-Apr-72,941, , , , , , , , , 
17-Apr-72,1069, , , , , , , , , 
18-Apr-72,1223, , , , , , , , , 
19-Apr-72,1061, , , , , , , , , 
20-Apr-72,1064, , , , , , , , , 
21-Apr-72,1017, , , , , , , , , 
22-Apr-72,923, , , , , , , , , 
23-Apr-72,1010, , , , , , , , , 
24-Apr-72,1335, , , , , , , , , 
25-Apr-72,1609, , , , , , , , , 
26-Apr-72,1623, , , , , , , , , 
27-Apr-72,1359, , , , , , , , , 
28-Apr-72,1184, , , , , , , , , 
29-Apr-72,1055, , , , , , , , , 
30-Apr-72,1404, , , , , , , , , 
1-May-72,1334, , , , , , , , , 
2-May-72,1400, , , , , , , , , 
3-May-72,1397, , , , , , , , , 
4-May-72,1714, , , , , , , , , 
5-May-72,2156, , , , , , , , , 
6-May-72,2065, , , , , , , , , 
7-May-72,1723, , , , , , , , , 
8-May-72,1808, , , , , , , , , 
9-May-72,1593, , , , , , , , , 
10-May-72,1567, , , , , , , , , 
11-May-72,1441, , , , , , , , , 
12-May-72,1377, , , , , , , , , 
13-May-72,1286, , , , , , , , , 
14-May-72,1167, , , , , , , , , 
15-May-72,1442, , , , , , , , , 
16-May-72,1738, , , , , , , , , 
17-May-72,2155, , , , , , , , , 
18-May-72,2314, , , , , , , , , 
19-May-72,2574, , , , , , , , , 
20-May-72,2566, , , , , , , , , 
21-May-72,3106, , , , , , , , , 
22-May-72,3306, , , , , , , , , 
23-May-72,2876, , , , , , , , , 
24-May-72,2822, , , , , , , , , 
25-May-72,2792, , , , , , , , , 
26-May-72,3411, , , , , , , , , 
27-May-72,3589, , , , , , , , , 
28-May-72,3720, , , , , , , , , 
29-May-72,4291, , , , , , , , , 
30-May-72,4654, , , , , , , , , 
31-May-72,4766, , , , , , , , , 
1-Jun-72,5316, , , , , , , , , 
2-Jun-72,5288, , , , , , , , , 
3-Jun-72,5086, , , , , , , , , 
4-Jun-72,5241, , , , , , , , , 
5-Jun-72,5290, , , , , , , , , 
6-Jun-72,5580, , , , , , , , , 
7-Jun-72,5356, , , , , , , , , 
8-Jun-72,5504, , , , , , , , , 
9-Jun-72,5438, , , , , , , , , 
10-Jun-72,4890, , , , , , , , , 
11-Jun-72,4605, , , , , , , , , 
12-Jun-72,4594, , , , , , , , , 
13-Jun-72,3762, , , , , , , , , 
14-Jun-72,3662, , , , , , , , , 
15-Jun-72,3426, , , , , , , , , 
16-Jun-72,3132, , , , , , , , , 
17-Jun-72,3236, , , , , , , , , 
18-Jun-72,3150, , , , , , , , , 
19-Jun-72,2926, , , , , , , , , 
20-Jun-72,2610, , , , , , , , , 
21-Jun-72,2572, , , , , , , , , 
22-Jun-72,2546, , , , , , , , , 
23-Jun-72,2511, , , , , , , , , 
24-Jun-72,2374, , , , , , , , , 
25-Jun-72,2192, , , , , , , , , 
26-Jun-72,1994, , , , , , , , , 
27-Jun-72,1689, , , , , , , , , 
28-Jun-72,1672, , , , , , , , , 
29-Jun-72,1600, , , , , , , , , 
30-Jun-72,1412, , , , , , , , , 
1-Jul-72,1459, , , , , , , , , 
2-Jul-72,1376, , , , , , , , , 
3-Jul-72,1090, , , , , , , , , 
4-Jul-72,1122, , , , , , , , , 
5-Jul-72,1216, , , , , , , , , 
6-Jul-72,1106, , , , , , , , , 
7-Jul-72,1000, , , , , , , , , 
8-Jul-72,1042, , , , , , , , , 
9-Jul-72,686, , , , , , , , , 
10-Jul-72,917, , , , , , , , , 
11-Jul-72,943, , , , , , , , , 
12-Jul-72,807, , , , , , , , , 
13-Jul-72,771, , , , , , , , , 
14-Jul-72,723, , , , , , , , , 
15-Jul-72,661, , , , , , , , , 
16-Jul-72,655, , , , , , , , , 
17-Jul-72,720, , , , , , , , , 
18-Jul-72,653, , , , , , , , , 
19-Jul-72,727, , , , , , , , , 
20-Jul-72,611, , , , , , , , , 
21-Jul-72,765, , , , , , , , , 
22-Jul-72,760, , , , , , , , , 
23-Jul-72,735, , , , , , , , , 
24-Jul-72,789, , , , , , , , , 
25-Jul-72,969, , , , , , , , , 
26-Jul-72,1049, , , , , , , , , 
27-Jul-72,867, , , , , , , , , 
28-Jul-72,741, , , , , , , , , 
29-Jul-72,814, , , , , , , , , 
30-Jul-72,540, , , , , , , , , 
31-Jul-72,838, , , , , , , , , 
1-Aug-72,511, , , , , , , , , 
2-Aug-72,857, , , , , , , , , 
3-Aug-72,525, , , , , , , , , 
4-Aug-72,870, , , , , , , , , 
5-Aug-72,399, , , , , , , , , 
6-Aug-72,610, , , , , , , , , 
7-Aug-72,615, , , , , , , , , 
8-Aug-72,723, , , , , , , , , 
9-Aug-72,602, , , , , , , , , 
10-Aug-72,565, , , , , , , , , 
11-Aug-72,540, , , , , , , , , 
12-Aug-72,442, , , , , , , , , 
13-Aug-72,582, , , , , , , , , 
14-Aug-72,455, , , , , , , , , 
15-Aug-72,487, , , , , , , , , 
16-Aug-72,539, , , , , , , , , 
17-Aug-72,414, , , , , , , , , 
18-Aug-72,551, , , , , , , , , 
19-Aug-72,504, , , , , , , , , 
